# ---------------------------------------------------------
# STRING METHODS
DATASET Attribute	Returns the handle for the ProDataSet object of which the buffer is a member. Use this handle to access the attributes and methods of the associated ProDataSet object.	
DATA-SOURCE Attribute	Returns the handle to the data-source object currently attached to the ProDataSet object buffer.	
DATA-SOURCE-COMPLETE-MAP Attribute	Returns a comma-delimited list of field name pairs for all fields in a ProDataSet temp-table buffer that are mapped to corresponding fields in an attached data-source object.	tt-buffer-name.tt-field-name,db-table-name.db-field-name <br>[,tt-buffer-name.tt-field-name,db-table-name.db-field-name ]...	
DATA-SOURCE-MODIFIED Attribute	Indicates that data in the data source associated with a ProDataSet temp-table buffer has been modified. 	
DATA-SOURCE-MODIFIED Function	Returns TRUE if data in the data source associated with the specified ProDataSet temp-table buffer has been modified. 	DATA-SOURCE-MODIFIED( buffer-name )	
DATA-SOURCE-ROWID Attribute	Identifies the data-source row corresponding to the buffer object handle.	DATA-SOURCE-ROWID ( { join-level | buffer-name } )	
DATA-TYPE Attribute	A character value that represents the data type of the field associated with the widget. For example, the DATA-TYPE attribute of a slider widget always returns the value "INTEGER" because slider widgets can only represent integer values.	
DataTypeName Property	Returns the type of the associated DataSlot, when you call GetDataSlots(&nbsp;), as an ABL data type. This is the data type for the Value property of the DataSlot and is the result of mapping the data type as defined on the SBM Server to an ABL type.	
DATE Function	Converts a single character string, a set of month, day, and year values, an integer expression, a DATETIME expression, or a DATETIME-TZ expression into a DATE value.	DATE ( month , day , year )	DATE ( string )	DATE ( integer-expression )	DATE ( datetime-expression )	
DATE-FORMAT Attribute	The format used to represent dates during the current ABL session (for the DATE, DATETIME, and DATETIME-TZ data types).	
DATETIME Function	Converts date and time values, or a character string, into a DATETIME value.	DATETIME ( date-exp [ , mtime-exp ] ) 	DATETIME ( string )	DATETIME ( month , day , year , hours , minutes <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ , seconds [ , milliseconds ] ] )	
DATETIME-TZ Function	Converts a date, time, and time zone value, or a character string, into a DATETIME-TZ value. 	DATETIME-TZ ( date-exp [ , mtime-exp [ , timezone-exp ] ] )	DATETIME-TZ ( datetime-exp [ , timezone-exp ] ) 	DATETIME-TZ ( datetime-tz-exp [ , timezone-exp ] ) 	DATETIME-TZ ( month , day , year , hours , minutes <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ , seconds [ , milliseconds [ , timezone-exp ] ] ] )	DATETIME-TZ ( string )	
DAY Function	Evaluates a date expression and returns a day of the month as an INTEGER value from 1 to 31, inclusive.	DAY ( date )	DAY ( datetime-expression )	
DBCODEPAGE Function	Returns, as a character string, the name of a connected database&#8217;s code page. 	DBCODEPAGE ( { integer-expression | logical-name | alias } )	
DBCOLLATION Function	Returns, as a character string, the name of the collating sequence for character set information contained in the database. This name corresponds to the definition of the collating sequence contained in the convmap.dat file, which usually resides in the $DLC directory. If any parameter is invalid, DBCOLLATION returns the Unknown value (?).	DBCOLLATION<br>  ( { integer-expression | logical-name | alias } )	
DB-CONTEXT Attribute	Returns the logical database to which the DSLOG-MANAGER system handle currently applies. Valid values are any valid, connected logical name or alias for a database of a supported database type. The default value is the Unknown value (?). If you set DB-CONTEXT to an alias, it returns the logical name of the database currently assigned to that alias. 	DSLOG-MANAGER:DB-CONTEXT = "mymss".<br>&nbsp;<br>DSLOG-MANAGER:DB-CONTEXT = myvar.<br>&nbsp;<br>DSLOG-MANAGER:DB-CONTEXT = "myalias".	
DB-LIST Attribute	A comma-separated list of logical database names that is stored in the client-principal object for all OpenEdge multi-tenant databases for which a connection identity has been set in one or more ABL sessions using this object. A given logical database name is stored in the client-principal object whenever a user authentication or single-sign-on operation using this object sets the multi-tenant database connection identity. You can use a database name from this list as input to the TENANT-ID(&nbsp;) and TENANT-NAME(&nbsp;) methods in order to retrieve the corresponding tenant name and tenant ID that has been stored along with it.	
DBNAME Attribute	The logical name of the database from which the field is taken.	
DBNAME Function	Returns, as a character string, the name of the logical database currently in use or the name of your first connected database.	DBNAME	DEFINE VARIABLE pageno AS INTEGER NO-UNDO FORMAT "zzz9" INITIAL 1.<br>&nbsp;<br>FORM HEADER "Date:" TO 10 TODAY<br>&nbsp;&nbsp;"Page:" AT 65 pageno SKIP<br>&nbsp;&nbsp;"Database:" TO 10 DBNAME FORMAT "x(60)" SKIP<br>&nbsp;&nbsp;"Userid:" TO 10 USERID WITH NO-BOX NO-LABELS.<br>VIEW.	
DBPARAM Function	Returns, as a character string, a comma-separated list of the parameters used to connect to the database.	DBPARAM ( integer-expression | logical-name | alias )	
DB-REFERENCES Attribute	A comma-separated list of the databases, (in the form of logical database names) referenced by an r-code file or by a persistent procedure. Returns the Unknown value (?) for a Web service procedure or proxy persistent procedure.	RCODE-INFO:FILE-NAME = "sample.r".<br>DISPLAY RCODE-INFO:DB-REFERENCES.	
DB-REMOTE-HOST Function	Returns a character string containing the IP address of the database connection. The IP address format is determined by the Internet Protocol used when the connection was established. A single input parameter identifies the database, which can be either the logical database name or database number. If the database is not connected using TCP/IP or the -ipver IPv6 startup parameter is not used, the function returns the Unknown value (?).	DB-REMOTE-HOST ( { logical-name | integer-expression } )	
DBRESTRICTIONS Function	Returns a character string that describes features that are not supported for this database. You can use this function with OpenEdge DataServers. 	DBRESTRICTIONS<br>  ( { integer-expression | logical-name | alias }<br>    [ , table-name ]<br>  )	
DbStatusId Property	The DbStatusId property identifies the DbStatus VST. This VST displays the status of a temp-table database in use. You can pass the DbStatusId property to the GetVSTHandle() method to return the handle to the DbStatus VST. This property is read-only.	
DBTASKID Function	Returns an INTEGER value that uniquely identifies a database&#8217;s transaction.	DBTASKID ( integer-expression | logical-name | alias )	
DBTYPE Function	Returns, as a character string, the database type of a currently connected database. This function returns one of the following strings: "MSS", "ODBC", "ORACLE", or "PROGRESS". 	DBTYPE ( integer-expression | logical-name | alias )	
DBVERSION Function	Returns, as a character string, the version number of an OpenEdge database.	DBVERSION ( integer-expression | logical-name | alias )	
DCOLOR Attribute	The color number for the display color of the widget in character mode. This attribute is ignored in graphical interfaces.	
DDE-ERROR Attribute	The error condition returned by the most recent exchange in a DDE conversation associated with the frame. A DDE function or a DDE-NOTIFY event initiates an exchange in a DDE conversation.	
DDE-ID Attribute	The DDE channel number of the most recent conversation involved in an exchange.	
DDE-ITEM Attribute	The name of the data item affected by the most recent conversational exchange (for example, the name of a worksheet cell such as "R3C5").	
DDE-NAME Attribute	The name of the application involved in the most recent conversational exchange (for example, the name of a worksheet application such as "EXCEL").	
DDE-NOTIFY Event	Events are run-time conditions that cause the ABL Virtual Machine (AVM) to respond by executing specified ABL code or by activating certain system behaviors. Events can occur directly as a result of ABL, user, or other external actions that affect the application. However events occur, the resulting executed code or activated behavior is referred to as event driven.	
DDE-TOPIC Attribute	The topic name of the most recent conversation (for example, the "System" topic, or the name of an Excel worksheet such as "Sheet1").	
DEBLANK Attribute	How to process leading blanks in fill-in widgets during user input.	
DEBUG Method	Starts and initializes the Debugger, and immediately gives control to the Debugger in stand&#8209;alone mode while blocking the invoking procedure.	DEBUG (&nbsp;)	
DEBUG-ALERT Attribute	Indicates whether the AVM provides access to ABL stack trace and .NET stack trace information, where applicable, when an error occurs during a session (TRUE or FALSE). Its major use is for error alert boxes, so you can determine where an error has occurred in your code.	
DEBUGGER Handle	A handle that lets ABL procedures initialize and control the Application Debugger. 	DEBUGGER [ :attribute | :method ]	
DECIMAL Function	Converts an expression of any data type, with the exception of BLOB, CLOB, and RAW, to a DECIMAL value. 	DECIMAL ( expression )	
DECIMALS Attribute	Indicates the number of decimal places, after the decimal point, that are stored for a buffer-field object that corresponds to a DECIMAL field. If the value of DECIMALS is nonzero, the AVM rounds off any source that you assign to BUFFER-VALUE to the specified number of decimal places before completing the assignment. Otherwise, the assignment executes without rounding off the source value.	
DECLARE-NAMESPACE Method	Adds a namespace declaration to a tag in the XML document represented by a SAX-writer object.	DECLARE-NAMESPACE ( namespace-URI [ , prefix ] )	
DECRYPT Function	Converts encrypted data (a binary byte stream) to its original source format, and returns a MEMPTR containing the decrypted data.	DECRYPT ( data-to-decrypt [ , encrypt-key [ , iv-value [ , algorithm ] ] ] )	
DEFAULT Attribute	Indicates whether the button is a default button. 	
DEFAULT-ACTION Event	The tables in this section describe user interface events, the user actions that generate the events, and widgets that have default behavior for the events. The term field&#8209;level widgets refers to any widgets that can be part of a field group in a frame: fill&#8209;ins, sliders, selection lists, toggle boxes, radio sets, editors, rectangles, images, text, buttons, combo boxes, and browse widgets. Frames, dialog boxes, windows, menus (including menu bars and pop&#8209;up menus), sub&#8209;menus, and menu items can also receive events. Note that there is frequently a distinction made between a browse widget and a single cell in an updateable browse. For the most part, a browse cell behaves as a fill&#8209;in widget. 	
DEFAULT-BUFFER-HANDLE Attribute	Like static temp-tables, every dynamic temp-table is created with at least one buffer. This buffer&#8217;s object handle is returned by this attribute. DEFAULT-BUFFER-HANDLE cannot be called until the TEMP-TABLE-PREPARE(&nbsp;) method has been called, since the default buffer is not created until then.	
DEFAULT-BUTTON Attribute	Indicates whether a button is a default button for the frame or dialog box.	
DEFAULT-BUTTON Option	Specifies the overall layout and processing properties of a frame for frame definition (DEFINE FRAME and FORM), block header (DO, FOR EACH, and REPEAT), and data handling (DISPLAY, SET, etc.) statements. When used on block header statements, the Frame phrase also specifies the default frame for data handling statements within the block. Frame phrases can also be used on individual data handling statements to indicate the specific frame where the statement applies.	WITH [ ACCUM [ max-length ] ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ at-phrase ] [ ATTR-SPACE | NO-ATTR-SPACE ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ CANCEL-BUTTON button-name ] [ CENTERED ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ color-specification ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ COLUMN expression ] [ n COLUMNS ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ CONTEXT-HELP ] [ CONTEXT-HELP-FILE help-file-name ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ DEFAULT-BUTTON button-name ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ DROP-TARGET ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ [ expression ] DOWN ] [ EXPORT ] <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ WIDGET-ID id-number ] [ FONT expression ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ FRAME frame ] <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ INHERIT-BGCOLOR | NO-INHERIT-BGCOLOR ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ INHERIT-FGCOLOR | NO-INHERIT-FGCOLOR ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ KEEP-TAB-ORDER ] [ NO-BOX ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ NO-HIDE ] [ NO-LABELS ] [ USE-DICT-EXPS ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ NO-VALIDATE ] [ NO-AUTO-VALIDATE ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ NO-HELP ] [ NO-UNDERLINE ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ OVERLAY ] [ PAGE-BOTTOM | PAGE-TOP ] [ RETAIN n ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ ROW expression ] [ SCREEN-IO | STREAM-IO ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ SCROLL n ] [ SCROLLABLE ] [ SIDE-LABELS ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ size-phrase ] [ STREAM stream | STREAM-HANDLE handle ] [ THREE-D ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ title-phrase ] [ TOP-ONLY ] [ USE-TEXT ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ V6FRAME [ USE-REVVIDEO | USE-UNDERLINE ] ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ VIEW-AS DIALOG-BOX ] [ WIDTH n ] [ IN WINDOW window ]	
